Institución de Educación Superior (IES);Sector IES;Caracter IES;"Municipio de
domicilio de la IES";"Sexo del
Docente";"Máximo nivel de formación
del docente";"Tiempo de dedicación
del Docente";AÑO;Semestre;No. de Docentes
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2020;1;3
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2020;2;3
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Catedra;2020;2;15
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Catedra;2020;1;14
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Medio Tiempo;2020;1;16
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Medio Tiempo;2020;2;20
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Medio Tiempo;2020;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Medio Tiempo;2020;2;3
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;1;28
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;2;23
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;1;35
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;2;33
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Catedra;2020;2;26
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Catedra;2020;1;25
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2020;1;34
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2020;2;32
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2020;1;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2020;2;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;1;30
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;2;18
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;1;9
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;2;9
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Catedra;2020;2;3
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Medio Tiempo;2020;1;14
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Medio Tiempo;2020;2;11
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2020;1;5
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2020;2;3
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2020;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2020;2;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Tecnológica;Tiempo Completo o Exclusiva;2020;1;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Tecnológica;Tiempo Completo o Exclusiva;2020;2;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Médico Quirúrgica;Catedra;2020;2;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Médico Quirúrgica;Catedra;2020;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Doctorado;Catedra;2020;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2020;1;3
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2020;2;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Catedra;2020;1;15
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Catedra;2020;2;15
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Catedra;2020;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Catedra;2020;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2020;1;3
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2020;2;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2020;1;13
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2020;2;13
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Especialización Universitaria;Catedra;2020;1;9
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Especialización Universitaria;Catedra;2020;2;14
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Especialización Universitaria;Medio Tiempo;2020;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;1;5
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;2;5
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Especialización Técnico Profesional;Catedra;2020;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Catedra;2020;1;16
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Catedra;2020;2;26
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Catedra;2020;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Catedra;2020;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2020;1;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2020;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2020;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2020;1;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2020;2;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Formación Técnica Profesional;Catedra;2020;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Doctorado;Catedra;2020;1;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Doctorado;Tiempo Completo o Exclusiva;2020;1;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Doctorado;Tiempo Completo o Exclusiva;2020;2;3
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Catedra;2020;1;8
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Catedra;2020;2;8
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Medio Tiempo;2020;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;1;9
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;2;10
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Especialización Universitaria;Catedra;2020;1;4
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Especialización Universitaria;Catedra;2020;2;3
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;1;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Especialización Técnico Profesional;Catedra;2020;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Especialización Técnico Profesional;Catedra;2020;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Universitaria;Catedra;2020;1;8
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Universitaria;Catedra;2020;2;8
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Universitaria;Tiempo Completo o Exclusiva;2020;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Universitaria;Tiempo Completo o Exclusiva;2020;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Catedra;2020;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2020;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2020;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;1;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;2;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Universitaria;Catedra;2020;1;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Universitaria;Catedra;2020;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Universitaria;Medio Tiempo;2020;1;10
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Universitaria;Medio Tiempo;2020;2;10
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2020;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2020;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Maestría;Catedra;2020;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Maestría;Medio Tiempo;2020;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Especialización Universitaria;Catedra;2020;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2020;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;2;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Universitaria;Catedra;2020;1;4
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Universitaria;Catedra;2020;2;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Universitaria;Medio Tiempo;2020;1;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Universitaria;Medio Tiempo;2020;2;4
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2020;1;4
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2020;2;2
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Catedra;2020;1;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Catedra;2020;2;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Catedra;2020;1;21
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Catedra;2020;2;18
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2020;1;4
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2020;2;4
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Especialización Universitaria;Catedra;2020;1;21
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Especialización Universitaria;Catedra;2020;2;20
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Universitaria;Catedra;2020;1;6
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Universitaria;Catedra;2020;2;7
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2020;1;3
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2020;2;3
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Docente sin título;Catedra;2020;2;3
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Doctorado;Catedra;2020;1;2
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Doctorado;Catedra;2020;2;3
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Catedra;2020;1;7
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Catedra;2020;2;6
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;1;5
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;2;5
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Catedra;2020;1;6
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Catedra;2020;2;6
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;1;2
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;2;2
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Catedra;2020;1;3
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Catedra;2020;2;5
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2020;1;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2020;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;1;104
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;2;109
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;1;17
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;2;15
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Medio Tiempo;2021;1;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Medio Tiempo;2021;2;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2021;1;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2021;2;16
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;1;84
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;2;78
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;1;74
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;2;75
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2021;1;36
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2021;2;38
