Institución de Educación Superior (IES);Sector IES;Caracter IES;"Municipio de
domicilio de la IES";"Sexo del
Docente";"Máximo nivel de formación
del docente";"Tiempo de dedicación
del Docente";AÑO;Semestre;No. de Docentes
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2022;2;32
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2022;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2022;1;71
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2022;2;74
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2022;1;75
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2022;2;74
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2022;1;71
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2022;2;73
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2022;1;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2022;2;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2022;1;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2022;2;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2022;1;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2022;2;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Tecnológica;Catedra;2022;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Universitario;Catedra;2022;1;207
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Universitario;Catedra;2022;2;246
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Universitario;Medio Tiempo;2022;1;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Universitario;Medio Tiempo;2022;2;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Universitario;Tiempo Completo o Exclusiva;2022;1;9
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Universitario;Tiempo Completo o Exclusiva;2022;2;9
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Universitario;Tiempo Completo o Exclusiva;2022;1;9
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Universitario;Tiempo Completo o Exclusiva;2022;2;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Tecnológico;Catedra;2022;1;9
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Tecnológico;Catedra;2022;2;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Docente sin título;Catedra;2022;1;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Docente sin título;Catedra;2022;2;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Docente sin título;Tiempo Completo o Exclusiva;2022;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Docente sin título;Tiempo Completo o Exclusiva;2022;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Catedra;2022;1;25
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Catedra;2022;2;29
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Medio Tiempo;2022;1;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Medio Tiempo;2022;2;11
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Medio Tiempo;2022;1;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Medio Tiempo;2022;2;11
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Tiempo Completo o Exclusiva;2022;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Tiempo Completo o Exclusiva;2022;1;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Tiempo Completo o Exclusiva;2022;2;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Posdoctorado;Tiempo Completo o Exclusiva;2022;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Doctorado;Catedra;2022;1;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Doctorado;Catedra;2022;2;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Doctorado;Catedra;2022;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Doctorado;Medio Tiempo;2022;1;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Doctorado;Medio Tiempo;2022;2;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Doctorado;Medio Tiempo;2022;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Doctorado;Medio Tiempo;2022;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2022;1;8
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2022;2;8
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2022;1;35
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2022;2;38
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Maestría;Catedra;2022;1;161
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Maestría;Catedra;2022;2;181
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2022;1;15
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2022;2;18
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2022;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2022;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2022;1;33
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2022;2;33
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2022;1;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2022;2;9
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2022;1;36
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2022;2;37
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2022;1;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2022;2;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2022;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2022;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Universitario;Catedra;2022;1;119
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Universitario;Catedra;2022;2;126
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Universitario;Medio Tiempo;2022;1;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Universitario;Medio Tiempo;2022;2;5
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Universitario;Tiempo Completo o Exclusiva;2022;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Universitario;Tiempo Completo o Exclusiva;2022;2;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Universitario;Tiempo Completo o Exclusiva;2022;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Universitario;Tiempo Completo o Exclusiva;2022;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Tecnológico;Catedra;2022;1;8
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Tecnológico;Catedra;2022;2;9
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Tecnológico;Medio Tiempo;2022;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Tecnológico;Medio Tiempo;2022;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Docente sin título;Catedra;2022;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Docente sin título;Catedra;2022;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Catedra;2022;1;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Catedra;2022;2;14
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Medio Tiempo;2022;1;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Medio Tiempo;2022;2;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Medio Tiempo;2022;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Medio Tiempo;2022;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Tiempo Completo o Exclusiva;2022;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Tiempo Completo o Exclusiva;2022;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;MUJER;Especialización Médico Quirúrgica;Tiempo Completo o Exclusiva;2022;2;2
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2022;2;7
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2022;1;2
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Doctorado;Medio Tiempo;2022;1;3
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Doctorado;Medio Tiempo;2022;2;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Doctorado;Medio Tiempo;2022;1;2
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;1;14
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;2;13
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;1;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;2;3
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Maestría;Catedra;2022;2;31
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Maestría;Catedra;2022;1;25
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Maestría;Catedra;2022;1;6
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2022;1;8
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2022;2;9
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2022;2;3
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2022;1;50
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2022;2;50
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2022;1;2
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2022;2;2
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2022;1;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2022;2;17
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2022;1;14
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2022;1;6
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2022;1;8
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2022;2;9
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2022;1;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2022;2;3
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2022;1;7
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2022;2;7
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2022;2;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Universitario;Catedra;2022;2;2
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Universitario;Catedra;2022;1;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Universitario;Medio Tiempo;2022;1;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Universitario;Tiempo Completo o Exclusiva;2022;1;3
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;HOMBRE;Universitario;Tiempo Completo o Exclusiva;2022;2;5
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2022;1;6
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2022;2;7
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2022;1;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2022;2;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Maestría;Catedra;2022;2;23
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Maestría;Catedra;2022;1;19
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Maestría;Catedra;2022;1;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2022;1;3
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2022;2;3
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2022;2;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2022;1;41
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2022;2;40
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2022;1;4
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2022;2;4
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2022;2;8
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2022;1;9
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2022;1;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2022;1;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2022;2;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2022;1;4
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2022;2;6
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Universitario;Catedra;2022;2;1
UNIVERSIDAD LIBRE;Privado;Universidad;Pereira;MUJER;Universitario;Catedra;2022;1;2
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2022;1;2
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2022;2;3
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;1;13
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;2;13
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Maestría;Catedra;2022;1;35
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Maestría;Catedra;2022;2;39
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2022;1;1
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2022;1;32
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2022;2;39
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2022;1;5
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2022;1;7
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2022;2;11
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2022;1;5
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2022;2;7
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Especialización Técnico Profesional;Tiempo Completo o Exclusiva;2022;1;1
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Universitario;Catedra;2022;1;19
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Universitario;Catedra;2022;2;21
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Universitario;Tiempo Completo o Exclusiva;2022;1;2
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Universitario;Tiempo Completo o Exclusiva;2022;2;2
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Tecnológico;Catedra;2022;1;2
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Docente sin título;Catedra;2022;1;1
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;HOMBRE;Docente sin título;Catedra;2022;2;2
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2022;1;6
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2022;2;6
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Maestría;Catedra;2022;1;18
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Maestría;Catedra;2022;2;23
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2022;1;1
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2022;1;16
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2022;2;24
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2022;1;6
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2022;1;10
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2022;2;15
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Universitario;Catedra;2022;1;10
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Universitario;Catedra;2022;2;7
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Universitario;Tiempo Completo o Exclusiva;2022;1;1
UNIVERSIDAD CATOLICA DE PEREIRA;Privado;Universidad;Pereira;MUJER;Formación Técnica Profesional;Catedra;2022;2;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Medio Tiempo;2022;2;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Medio Tiempo;2022;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;1;3
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;2;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;2;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Catedra;2022;2;18
